Filename,Label,Species
../new_images/0/_0_1016.jpg,0,Chinee apple
../new_images/0/_0_103.jpg,0,Chinee apple
../new_images/0/_0_1055.jpg,0,Chinee apple
../new_images/0/_0_1081.jpg,0,Chinee apple
../new_images/0/_0_1087.jpg,0,Chinee apple
../new_images/0/_0_1091.jpg,0,Chinee apple
../new_images/0/_0_1093.jpg,0,Chinee apple
../new_images/0/_0_1127.jpg,0,Chinee apple
../new_images/0/_0_1138.jpg,0,Chinee apple
../new_images/0/_0_1139.jpg,0,Chinee apple
../new_images/0/_0_1144.jpg,0,Chinee apple
../new_images/0/_0_1147.jpg,0,Chinee apple
../new_images/0/_0_1149.jpg,0,Chinee apple
../new_images/0/_0_116.jpg,0,Chinee apple
../new_images/0/_0_1170.jpg,0,Chinee apple
../new_images/0/_0_1178.jpg,0,Chinee apple
../new_images/0/_0_1219.jpg,0,Chinee apple
../new_images/0/_0_1246.jpg,0,Chinee apple
../new_images/0/_0_125.jpg,0,Chinee apple
../new_images/0/_0_1256.jpg,0,Chinee apple
../new_images/0/_0_1293.jpg,0,Chinee apple
../new_images/0/_0_1297.jpg,0,Chinee apple
../new_images/0/_0_1302.jpg,0,Chinee apple
../new_images/0/_0_1326.jpg,0,Chinee apple
../new_images/0/_0_1366.jpg,0,Chinee apple
../new_images/0/_0_1386.jpg,0,Chinee apple
../new_images/0/_0_1402.jpg,0,Chinee apple
../new_images/0/_0_1419.jpg,0,Chinee apple
../new_images/0/_0_1439.jpg,0,Chinee apple
../new_images/0/_0_1510.jpg,0,Chinee apple
../new_images/0/_0_1517.jpg,0,Chinee apple
../new_images/0/_0_1521.jpg,0,Chinee apple
../new_images/0/_0_1525.jpg,0,Chinee apple
../new_images/0/_0_1541.jpg,0,Chinee apple
../new_images/0/_0_1543.jpg,0,Chinee apple
../new_images/0/_0_155.jpg,0,Chinee apple
../new_images/0/_0_1566.jpg,0,Chinee apple
../new_images/0/_0_1568.jpg,0,Chinee apple
../new_images/0/_0_1576.jpg,0,Chinee apple
../new_images/0/_0_1580.jpg,0,Chinee apple
../new_images/0/_0_159.jpg,0,Chinee apple
../new_images/0/_0_1596.jpg,0,Chinee apple
../new_images/0/_0_160.jpg,0,Chinee apple
../new_images/0/_0_1602.jpg,0,Chinee apple
../new_images/0/_0_1651.jpg,0,Chinee apple
../new_images/0/_0_1663.jpg,0,Chinee apple
